# test name,category,sub-cat,real vulnerability,cwe,Benchmark version: 1.8,date
Case01-InjectionInLogin-String-LoginBypass-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case02-InjectionInSearch-String-UnionExploit-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case03-InjectionInCalc-String-BooleanExploit-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case04-InjectionInUpdate-String-CommandInjection-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case06-InjectionInView-Numeric-PermissionBypass-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case11-InjectionInView-Date-PermissionBypass-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case12-InjectionInSearch-Date-UnionExploit-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case13-InjectionInCalc-Date-BooleanExploit-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case14-InjectionInUpdate-Date-CommandInjection-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-WithErrors,sqli,SInjection-Detection-Evaluation-GET-500Erro,true,89
Case01-InjectionInLogin-String-LoginBypass-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case02-InjectionInSearch-String-UnionExploit-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case03-InjectionInCalc-String-BooleanExploit-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case04-InjectionInUpdate-String-CommandInjection-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case06-InjectionInView-Numeric-PermissionBypass-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case07-InjectionInSearch-Numeric-UnionExploit-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case08-InjectionInCalc-Numeric-BooleanExploit-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case09-InjectionInUpdate-Numeric-CommandInjection-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case11-InjectionInView-Date-PermissionBypass-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case12-InjectionInSearch-Date-UnionExploit-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case13-InjectionInCalc-Date-BooleanExploit-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case14-InjectionInUpdate-Date-CommandInjection-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Erro,true,89
Case01-InjectionInInsertValues-String-BinaryDeliberateRuntimeError-With200Errors,sqli,SInjection-Detection-Evaluation-POST-200Error-Experimental,true,89
Case01-ConditionalResponses-RetrieveAdminPassword-BlindExploit,sqli,SInjection-Detection-Evaluation-New-Cases-GET-Blind,true,89
Case02-ConditionalError-RetrieveAdminPassword-BlindExploit,sqli,SInjection-Detection-Evaluation-New-Cases-GET-Blind,true,89
Case03-TimeDelay-RetrieveAdminPassword-BlindExploit,sqli,SInjection-Detection-Evaluation-New-Cases-GET-Blind,true,89
Case01-InjectionInLogin-String-LoginBypass-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case02-InjectionInSearch-String-UnionExploit-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case03-InjectionInCalc-String-BooleanExploit-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case04-InjectionInUpdate-String-CommandInjection-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case06-InjectionInView-Numeric-PermissionBypass-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case11-InjectionInView-Date-PermissionBypass-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case12-InjectionInSearch-Date-UnionExploit-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case13-InjectionInCalc-Date-BooleanExploit-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case14-InjectionInUpdate-Date-CommandInjection-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-WithErrors,sqli,SInjection-Detection-Evaluation-POST-500Erro,true,89
Case01-ConditionalResponses-RetrieveAdminPassword-BlindExploit,sqli,SInjection-Detection-Evaluation-New-Cases2-POST,true,89
Case02-ConditionalError-RetrieveAdminPassword-BlindExploit,sqli,SInjection-Detection-Evaluation-New-Cases2-POST,true,89
Case03-TimeDelay-RetrieveAdminPassword-BlindExploit,sqli,SInjection-Detection-Evaluation-New-Cases2-POST,true,89
Case01-InjectionInInsertValues-String-BinaryDeliberateRuntimeError-With200Errors,sqli,SInjection-Detection-Evaluation-GET-200Error-Experimental,true,89
Case01-InjectionInSearch-RetrieveDatabaseVersionURLEncode-UnionObfuscationExploit,sqli,SInjection-Detection-Evaluation-New-Cases-GET-ObfuscationExploit,true,89
Case02-InjectionInSearch-RetrieveDatabaseVersionSpecialURLEncode-UnionObfuscationExploit,sqli,SInjection-Detection-Evaluation-New-Cases-GET-ObfuscationExploit,true,89
Case03-InjectionInSearch-RetrieveDatabaseVersionBypassWAF-UnionObfuscationExploit,sqli,SInjection-Detection-Evaluation-New-Cases-GET-ObfuscationExploit,true,89
Case04-InjectionInSearch-RetrieveDatabaseVersionInlineComments-UnionObfuscationExploit,sqli,SInjection-Detection-Evaluation-New-Cases-GET-ObfuscationExploit,true,89
Case05-InjectionInSearch-ListingDatabaseContentsInlineComments-UnionObfuscationExploit,sqli,SInjection-Detection-Evaluation-New-Cases-GET-ObfuscationExploit,true,89
